,name,company,year,selling_price,km_driven,fuel,seller_type,transmission,owner
2216,Renault KWID 1.0,Renault,2018,300000,10500,Petrol,Individual,Manual,First Owner
2217,Maruti Wagon R,Maruti,2004,70000,90000,Petrol,Individual,Manual,Fourth & Above Owner
2218,Chevrolet Beat Diesel,Chevrolet,2012,160000,110000,Diesel,Individual,Manual,First Owner
2219,Chevrolet Beat Diesel,Chevrolet,2012,160000,50000,Diesel,Individual,Manual,First Owner
2220,Chevrolet Sail Hatchback,Chevrolet,2013,225000,80000,Diesel,Individual,Manual,First Owner
2221,Honda Jazz 1.5,Honda,2018,790000,19571,Diesel,Dealer,Manual,First Owner
2222,Honda City 1.3,Honda,2002,145000,100000,Petrol,Individual,Manual,First Owner
2223,Honda City i-VTEC,Honda,2018,1200000,29600,Petrol,Dealer,Manual,First Owner
2224,Ford EcoSport 1.5,Ford,2018,930000,20000,Diesel,Individual,Manual,First Owner
2225,Hyundai EON D,Hyundai,2016,210000,30000,Petrol,Individual,Manual,First Owner
2226,Hyundai Getz 1.5,Hyundai,2008,110000,154000,Diesel,Individual,Manual,Third Owner
2227,Maruti Swift LXI,Maruti,2011,175000,70000,Petrol,Individual,Manual,First Owner
2228,Maruti Vitara Brezza,Maruti,2018,950000,15000,Diesel,Individual,Automatic,First Owner
2229,Renault Lodgy Stepway,Renault,2017,650000,40000,Diesel,Individual,Manual,First Owner
2230,Maruti Swift VXI,Maruti,2019,550000,51000,Petrol,Individual,Manual,First Owner
2231,Maruti Alto LX,Maruti,2008,85000,120000,Petrol,Individual,Manual,Second Owner
2232,Maruti Celerio LXI,Maruti,2019,340000,50000,Petrol,Individual,Manual,First Owner
2233,Renault Captur 1.5,Renault,2017,825000,13500,Diesel,Individual,Manual,First Owner
2234,Toyota Etios 1.5,Toyota,2016,509999,35000,Petrol,Individual,Manual,First Owner
2235,Renault Duster 85PS,Renault,2013,450000,1000,Diesel,Dealer,Manual,Second Owner
2236,Mercedes-Benz C-Class Progressive,Mercedes-Benz,2018,3800000,10000,Diesel,Dealer,Automatic,First Owner
2237,Audi A4 3.0,Audi,2013,1580000,86000,Diesel,Dealer,Automatic,First Owner
2238,BMW X5 xDrive,BMW,2019,4950000,30000,Diesel,Dealer,Automatic,First Owner
2239,Hyundai Creta 1.6,Hyundai,2016,535000,52600,Diesel,Individual,Manual,First Owner
2240,Maruti SX4 Vxi,Maruti,2012,225000,110000,Petrol,Individual,Manual,Second Owner
2241,Hyundai Grand i10,Hyundai,2017,550000,19890,Petrol,Dealer,Automatic,First Owner
2242,Maruti Swift ZXI,Maruti,2016,670000,7104,Petrol,Trustmark Dealer,Manual,First Owner
2243,Maruti Ertiga VXI,Maruti,2015,625000,11918,Petrol,Trustmark Dealer,Manual,First Owner
2244,Hyundai Grand i10,Hyundai,2017,520000,10510,Petrol,Dealer,Automatic,First Owner
2245,Chevrolet Beat LT,Chevrolet,2016,239000,41000,Petrol,Dealer,Manual,First Owner
2246,Toyota Fortuner 4x2,Toyota,2017,2600000,47162,Diesel,Trustmark Dealer,Automatic,First Owner
2247,Maruti S-Cross Zeta,Maruti,2015,750000,45974,Diesel,Trustmark Dealer,Manual,First Owner
2248,Hyundai i10 Magna,Hyundai,2012,229999,49824,Petrol,Dealer,Manual,First Owner
2249,Audi A6 2.0,Audi,2013,1300000,58500,Diesel,Dealer,Automatic,First Owner
2250,Hyundai Santro GS,Hyundai,2005,80000,56580,Petrol,Dealer,Manual,First Owner
2251,Skoda Laura Ambiente,Skoda,2012,385000,52000,Diesel,Dealer,Manual,First Owner
2252,Hyundai Verna 1.6,Hyundai,2015,760000,55340,Petrol,Trustmark Dealer,Manual,First Owner
2253,Maruti Swift Dzire,Maruti,2017,600000,46507,Diesel,Trustmark Dealer,Manual,First Owner
2254,Renault Duster 85PS,Renault,2013,450000,1000,Diesel,Dealer,Manual,Second Owner
2255,Mercedes-Benz C-Class Progressive,Mercedes-Benz,2018,3800000,10000,Diesel,Dealer,Automatic,First Owner
2256,Audi A4 3.0,Audi,2013,1580000,86000,Diesel,Dealer,Automatic,First Owner
2257,BMW X5 xDrive,BMW,2019,4950000,30000,Diesel,Dealer,Automatic,First Owner
2258,Hyundai Creta 1.6,Hyundai,2016,535000,52600,Diesel,Individual,Manual,First Owner
2259,Maruti SX4 Vxi,Maruti,2012,225000,110000,Petrol,Individual,Manual,Second Owner
2260,Hyundai Grand i10,Hyundai,2017,550000,19890,Petrol,Dealer,Automatic,First Owner
2261,Maruti Swift ZXI,Maruti,2016,670000,7104,Petrol,Trustmark Dealer,Manual,First Owner
2262,Maruti Ertiga VXI,Maruti,2015,625000,11918,Petrol,Trustmark Dealer,Manual,First Owner
2263,Hyundai Grand i10,Hyundai,2017,520000,10510,Petrol,Dealer,Automatic,First Owner
2264,Chevrolet Beat LT,Chevrolet,2016,239000,41000,Petrol,Dealer,Manual,First Owner
2265,Toyota Fortuner 4x2,Toyota,2017,2600000,47162,Diesel,Trustmark Dealer,Automatic,First Owner
2266,Maruti S-Cross Zeta,Maruti,2015,750000,45974,Diesel,Trustmark Dealer,Manual,First Owner
2267,Hyundai i10 Magna,Hyundai,2012,229999,49824,Petrol,Dealer,Manual,First Owner
2268,Audi A6 2.0,Audi,2013,1300000,58500,Diesel,Dealer,Automatic,First Owner
2269,Hyundai Santro GS,Hyundai,2005,80000,56580,Petrol,Dealer,Manual,First Owner
2270,Skoda Laura Ambiente,Skoda,2012,385000,52000,Diesel,Dealer,Manual,First Owner
2271,Hyundai Verna 1.6,Hyundai,2015,760000,55340,Petrol,Trustmark Dealer,Manual,First Owner
2272,Maruti Swift Dzire,Maruti,2017,600000,46507,Diesel,Trustmark Dealer,Manual,First Owner
2273,Maruti Baleno Alpha,Maruti,2017,650000,70000,Diesel,Individual,Manual,First Owner
2274,Chevrolet Spark 1.0,Chevrolet,2011,140000,60000,Petrol,Individual,Manual,Second Owner
2275,Maruti Alto LXi,Maruti,2011,150000,70000,Petrol,Individual,Manual,First Owner
2276,Datsun GO Plus,Datsun,2018,450000,10000,Petrol,Individual,Manual,Second Owner
2277,Hyundai Accent CRDi,Hyundai,2006,170000,245244,Diesel,Individual,Manual,Fourth & Above Owner
2278,Renault KWID 1.0,Renault,2017,400000,60000,Petrol,Individual,Manual,First Owner
2279,Tata Tiago 1.2,Tata,2016,300000,30000,Petrol,Individual,Manual,First Owner
2280,Maruti Alto 800,Maruti,2012,250000,8000,Petrol,Individual,Manual,First Owner
2281,Tata Tigor 1.2,Tata,2019,500000,10000,Petrol,Individual,Manual,First Owner
2282,Hyundai Accent CRDi,Hyundai,2002,85000,100000,Diesel,Individual,Manual,Third Owner
2283,Nissan Sunny Diesel,Nissan,2012,300000,110000,Diesel,Individual,Manual,First Owner
2284,Hyundai Santro GS,Hyundai,2005,80000,56580,Petrol,Dealer,Manual,First Owner
2285,Mahindra XUV500 AT,Mahindra,2015,740000,45000,Diesel,Dealer,Automatic,First Owner
2286,Hyundai Santro Xing,Hyundai,2005,70000,68500,Petrol,Dealer,Manual,First Owner
2287,Hyundai Santro Sportz,Hyundai,2019,484999,5007,Petrol,Dealer,Automatic,First Owner
2288,Nissan Micra Active,Nissan,2013,164000,30000,Petrol,Individual,Manual,First Owner
2289,Honda City 1.5,Honda,2008,140000,70000,Petrol,Individual,Automatic,First Owner
2290,Mercedes-Benz E-Class E250,Mercedes-Benz,2011,999000,49600,Diesel,Dealer,Automatic,First Owner
2291,Maruti Alto LXI,Maruti,2005,56000,23000,Petrol,Individual,Manual,Second Owner
2292,BMW 7 Series,BMW,2006,1050000,30000,Diesel,Dealer,Automatic,First Owner
2293,Hyundai Verna 1.6,Hyundai,2010,190000,38000,Petrol,Dealer,Manual,First Owner
2294,Audi Q5 3.0,Audi,2018,3899000,22000,Diesel,Dealer,Automatic,First Owner
2295,Hyundai i10 Sportz,Hyundai,2011,235000,43100,Petrol,Dealer,Manual,First Owner
2296,Datsun GO Plus,Datsun,2017,350000,10171,Petrol,Dealer,Manual,First Owner
2297,Renault Duster 110PS,Renault,2015,465000,41123,Diesel,Dealer,Manual,First Owner
2298,Toyota Camry Hybrid,Toyota,2017,1900000,20118,Petrol,Dealer,Automatic,First Owner
2299,Honda City i,Honda,2014,450000,40000,Diesel,Dealer,Manual,First Owner
2300,Volkswagen Jetta 2.0L,Volkswagen,2015,790000,52517,Diesel,Dealer,Manual,First Owner
2301,Mahindra Marazzo M2,Mahindra,2019,900000,20000,Diesel,Individual,Manual,First Owner
2302,Ford Ecosport 1.5,Ford,2014,450000,99117,Diesel,Dealer,Manual,First Owner
2303,Chevrolet Spark 1.0,Chevrolet,2009,135000,90000,Petrol,Individual,Manual,First Owner
2304,Maruti Celerio ZXI,Maruti,2019,425000,3700,Petrol,Individual,Manual,First Owner
2305,Tata Indica Vista,Tata,2010,100000,80000,Diesel,Individual,Manual,First Owner
2306,Ford EcoSport 1.5,Ford,2015,650000,100000,Diesel,Individual,Manual,Second Owner
2307,Tata Indica Vista,Tata,2011,90000,54000,Diesel,Individual,Manual,First Owner
2308,Hyundai EON Era,Hyundai,2017,250000,19000,Petrol,Individual,Manual,First Owner
2309,Maruti Swift Dzire,Maruti,2014,300000,120000,Diesel,Individual,Manual,First Owner
2310,Maruti Wagon R,Maruti,2014,275000,30000,Petrol,Individual,Manual,First Owner
2311,Honda BRV i-VTEC,Honda,2017,600000,43500,Petrol,Individual,Manual,First Owner
2312,Renault KWID RXT,Renault,2016,270000,60000,Petrol,Individual,Manual,Second Owner
2313,Renault KWID RXT,Renault,2016,240000,70000,Petrol,Individual,Manual,Second Owner
2314,Skoda Octavia Elegance,Skoda,2014,1200000,135000,Diesel,Individual,Automatic,Third Owner
2315,Chevrolet Beat Diesel,Chevrolet,2012,160000,50000,Diesel,Individual,Manual,First Owner
2316,Honda Jazz 1.5,Honda,2018,790000,19571,Diesel,Dealer,Manual,First Owner
2317,Honda City i-VTEC,Honda,2018,1200000,29600,Petrol,Dealer,Manual,First Owner
2318,Maruti Swift LXI,Maruti,2011,175000,70000,Petrol,Individual,Manual,First Owner
2319,Maruti Vitara Brezza,Maruti,2018,950000,15000,Diesel,Individual,Automatic,First Owner
2320,Maruti Celerio LXI,Maruti,2019,340000,50000,Petrol,Individual,Manual,First Owner
2321,Renault Captur 1.5,Renault,2017,825000,13500,Diesel,Individual,Manual,First Owner
2322,Audi A4 30,Audi,2018,3100000,22000,Petrol,Individual,Automatic,First Owner
2323,Honda Amaze VX,Honda,2018,780000,25000,Diesel,Dealer,Manual,First Owner
2324,Toyota Corolla Altis,Toyota,2010,350000,80000,Petrol,Individual,Automatic,Third Owner
2325,Honda Amaze VX,Honda,2018,690000,39000,Petrol,Dealer,Manual,First Owner
2326,Maruti Alto 800,Maruti,2016,245000,60000,Petrol,Individual,Manual,First Owner
2327,Honda Amaze VX,Honda,2018,790000,49000,Diesel,Dealer,Manual,First Owner
2328,Honda Amaze VX,Honda,2018,680000,48600,Petrol,Dealer,Manual,First Owner
2329,Hyundai Grand i10,Hyundai,2017,540000,20000,Petrol,Individual,Manual,Second Owner
2330,Mahindra KUV 100,Mahindra,2016,425000,25000,Petrol,Individual,Manual,First Owner
2331,Maruti Zen Estilo,Maruti,2008,140000,120000,Petrol,Individual,Manual,First Owner
2332,Maruti Ertiga ZDI,Maruti,2019,1100000,30000,Diesel,Individual,Manual,First Owner
2333,Renault Lodgy 85PS,Renault,2015,715000,35000,Diesel,Individual,Manual,First Owner
2334,Maruti Swift VXI,Maruti,2013,370000,90000,Petrol,Individual,Manual,First Owner
2335,Hyundai Verna CRDi,Hyundai,2007,175000,80000,Diesel,Individual,Manual,Second Owner
2336,Mercedes-Benz E-Class 230,Mercedes-Benz,1998,1000000,35000,Petrol,Individual,Automatic,Second Owner
2337,Maruti Alto 800,Maruti,2013,92800,25000,Petrol,Individual,Manual,Second Owner
2338,Tata Xenon XT,Tata,2014,291000,90000,Diesel,Individual,Manual,First Owner
2339,Maruti Alto 800,Maruti,2013,92800,25000,Petrol,Individual,Manual,Second Owner
2340,Renault KWID 1.0,Renault,2016,350000,20000,Petrol,Individual,Manual,First Owner
2341,Maruti Omni 5,Maruti,1998,65000,60000,Petrol,Dealer,Manual,Third Owner
2342,Maruti Swift Dzire,Maruti,2015,650000,58000,Diesel,Individual,Manual,First Owner
2343,Maruti Wagon R,Maruti,2014,350000,40000,Petrol,Dealer,Manual,First Owner
2344,Maruti Wagon R,Maruti,2005,75000,70000,Petrol,Individual,Manual,Second Owner
2345,Hyundai i20 Asta,Hyundai,2012,440000,70000,Diesel,Dealer,Manual,First Owner
2346,Hyundai Santro Xing,Hyundai,2013,270000,60000,Petrol,Individual,Manual,First Owner
2347,Toyota Innova 2.5,Toyota,2014,1150000,135000,Diesel,Dealer,Manual,First Owner
2348,Maruti Omni 8,Maruti,2015,238000,70000,Petrol,Dealer,Manual,First Owner
2349,Mercedes-Benz B Class,Mercedes-Benz,2013,1100000,40000,Petrol,Individual,Automatic,Second Owner
2350,Mahindra XUV500 W10,Mahindra,2015,1200000,75000,Diesel,Dealer,Manual,Second Owner
2351,Skoda Fabia 1.2L,Skoda,2010,260000,150000,Diesel,Individual,Manual,First Owner
2352,Toyota Etios VD,Toyota,2012,350000,140000,Diesel,Individual,Manual,Third Owner
2353,Toyota Etios Liva,Toyota,2015,480000,70000,Diesel,Individual,Manual,First Owner
2354,Toyota Etios Liva,Toyota,2012,345000,137250,Diesel,Individual,Manual,Second Owner
2355,Mahindra Scorpio M2DI,Mahindra,2013,500000,110000,Diesel,Individual,Manual,Second Owner
2356,Hyundai Grand i10,Hyundai,2017,595000,27000,Petrol,Dealer,Manual,First Owner
2357,Hyundai Verna CRDi,Hyundai,2019,1295000,9000,Diesel,Dealer,Manual,First Owner
2358,Volkswagen Vento 1.5,Volkswagen,2019,1350000,5400,Diesel,Dealer,Manual,Test Drive Car
2359,Renault KWID Climber,Renault,2020,541000,1000,Petrol,Dealer,Manual,Test Drive Car
2360,Hyundai Santro Asta,Hyundai,2018,515000,16000,Petrol,Dealer,Manual,First Owner
2361,Ford Figo Aspire,Ford,2019,894999,13000,Diesel,Dealer,Manual,Test Drive Car
2362,Renault Pulse RxZ,Renault,2012,325000,47000,Diesel,Dealer,Manual,First Owner
2363,Maruti Ciaz 1.4,Maruti,2018,925000,22000,Petrol,Individual,Manual,First Owner
2364,Nissan Terrano XL,Nissan,2017,844999,30000,Petrol,Individual,Manual,First Owner
2365,Maruti Ciaz 1.4,Maruti,2018,925000,20000,Petrol,Individual,Manual,First Owner
2366,Tata Manza Club,Tata,2013,300000,60000,Diesel,Individual,Manual,First Owner
2367,Toyota Camry M/t,Toyota,2008,650000,75000,Petrol,Individual,Manual,Second Owner
2368,Maruti Alto K10,Maruti,2010,175000,64000,Petrol,Dealer,Manual,First Owner
2369,Maruti SX4 S,Maruti,2015,325000,80000,Diesel,Individual,Manual,First Owner
2370,Renault Duster 85PS,Renault,2017,600000,90000,Diesel,Individual,Manual,First Owner
2371,Maruti Swift ZXI,Maruti,2018,700000,30000,Petrol,Individual,Manual,First Owner
2372,Toyota Corolla H3,Toyota,2003,95000,120000,Petrol,Individual,Automatic,Second Owner
2373,Maruti Celerio ZXI,Maruti,2019,490000,20000,Petrol,Dealer,Manual,First Owner
2374,Tata Safari DICOR,Tata,2013,380000,100000,Diesel,Individual,Manual,First Owner
2375,Hyundai Grand i10,Hyundai,2018,550000,31000,Petrol,Dealer,Manual,First Owner
2376,Maruti Alto 800,Maruti,2013,225000,47000,Petrol,Dealer,Manual,First Owner
2377,Tata Nexon 1.2,Tata,2018,570000,11200,Petrol,Individual,Manual,First Owner
2378,Maruti Alto 800,Maruti,2018,305000,35000,Petrol,Dealer,Manual,First Owner
2379,Maruti Wagon R,Maruti,2010,240000,50000,LPG,Dealer,Manual,First Owner
2380,Maruti Ertiga SHVS,Maruti,2015,700000,55000,Diesel,Dealer,Manual,First Owner
2381,Maruti Omni E,Maruti,2018,288000,20000,Petrol,Dealer,Manual,First Owner
2382,Mahindra Bolero B4,Mahindra,2017,800000,75000,Diesel,Dealer,Manual,First Owner
2383,Maruti Celerio VXI,Maruti,2017,430000,93000,Petrol,Dealer,Manual,First Owner
2384,Chevrolet Beat Diesel,Chevrolet,2009,195000,57000,Diesel,Dealer,Manual,Second Owner
2385,Maruti Eeco Smiles,Maruti,2014,325000,30000,Petrol,Dealer,Manual,First Owner
2386,Renault Duster 85PS,Renault,2013,450000,73000,Diesel,Dealer,Manual,First Owner
2387,Maruti Swift Dzire,Maruti,2016,630000,65000,Diesel,Dealer,Manual,First Owner
2388,Maruti Swift 1.3,Maruti,2009,250000,62000,Petrol,Dealer,Manual,Second Owner
2389,Hyundai Santro GLS,Hyundai,2007,135000,85000,Petrol,Dealer,Manual,First Owner
2390,Chevrolet Spark 1.0,Chevrolet,2010,110000,73000,Petrol,Individual,Manual,First Owner
2391,Maruti Swift ZDi,Maruti,2012,350000,55000,Diesel,Dealer,Manual,First Owner
2392,Maruti Omni E,Maruti,2016,240000,5800,Petrol,Individual,Manual,Second Owner
2393,Toyota Innova 2.5,Toyota,2009,350000,350000,Diesel,Individual,Manual,First Owner
2394,Maruti Swift ZXI,Maruti,2018,600000,30000,Petrol,Individual,Manual,First Owner
2395,Maruti Swift Dzire,Maruti,2018,750000,20000,Diesel,Individual,Manual,First Owner
2396,Hyundai EON Era,Hyundai,2018,270000,20000,Petrol,Individual,Manual,First Owner
2397,Maruti Alto LXi,Maruti,2007,90000,100000,Petrol,Individual,Manual,Second Owner
2398,Maruti Wagon R,Maruti,2013,350000,65000,Petrol,Individual,Manual,First Owner
2399,Ford Figo Diesel,Ford,2013,285000,90000,Diesel,Individual,Manual,Second Owner
2400,Toyota Innova 2.5,Toyota,2011,665000,267000,Diesel,Individual,Manual,Second Owner
2401,Mahindra Scorpio 2.6,Mahindra,2005,175000,250000,Diesel,Individual,Manual,Second Owner
2402,Mahindra Xylo D2,Mahindra,2011,350000,140000,Diesel,Individual,Manual,Second Owner
2403,Honda City i-VTEC,Honda,2018,1225000,22000,Petrol,Dealer,Automatic,First Owner
2404,Honda Jazz Select,Honda,2010,285000,60000,Petrol,Dealer,Manual,Second Owner
2405,Honda City i-VTEC,Honda,2018,1000000,28635,Petrol,Dealer,Manual,First Owner
2406,Honda Amaze VX,Honda,2018,780000,32114,Diesel,Dealer,Manual,First Owner
2407,Maruti Celerio VXI,Maruti,2014,300000,82000,Petrol,Dealer,Manual,Second Owner
2408,Maruti Swift VXI,Maruti,2006,160000,95149,Petrol,Dealer,Manual,Second Owner
2409,Honda Amaze VX,Honda,2018,625000,68458,Petrol,Dealer,Manual,First Owner
2410,Maruti Ritz VXi,Maruti,2010,265000,42000,Petrol,Individual,Manual,First Owner
2411,Honda City i,Honda,2014,515000,90000,Diesel,Individual,Manual,Second Owner
2412,Hyundai EON D,Hyundai,2016,210000,30000,Petrol,Individual,Manual,First Owner
2413,Maruti Alto LXi,Maruti,2009,140000,80000,Petrol,Individual,Manual,Second Owner
2414,Toyota Innova 2.5,Toyota,2015,940000,128000,Diesel,Individual,Manual,First Owner
2415,Nissan Terrano XV,Nissan,2013,750000,80000,Diesel,Individual,Manual,First Owner
2416,Maruti Baleno Alpha,Maruti,2016,610000,100000,Diesel,Individual,Manual,First Owner
2417,Nissan Sunny XV,Nissan,2015,450000,50000,Diesel,Individual,Manual,First Owner
2418,Toyota Etios Liva,Toyota,2012,409999,56000,Diesel,Individual,Manual,First Owner
2419,Hyundai EON 1.0,Hyundai,2018,100000,21302,Petrol,Individual,Manual,First Owner
2420,Hyundai i20 Active,Hyundai,2016,650000,100000,Diesel,Individual,Manual,First Owner
2421,Mahindra TUV 300,Mahindra,2017,650000,80000,Diesel,Individual,Manual,First Owner
2422,Hyundai Getz 1.3,Hyundai,2010,150000,105546,Petrol,Individual,Manual,First Owner
2423,Toyota Etios Liva,Toyota,2018,500000,10000,Petrol,Individual,Manual,First Owner
2424,Toyota Innova 2.5,Toyota,2012,1000000,80000,Diesel,Individual,Manual,Second Owner
2425,Hyundai i20 Magna,Hyundai,2013,340000,35000,Petrol,Individual,Manual,First Owner
2426,Hyundai Elite i20,Hyundai,2019,800000,11240,Petrol,Individual,Manual,First Owner
2427,Toyota Innova 2.5,Toyota,2013,1010000,120000,Diesel,Individual,Manual,First Owner
2428,Toyota Etios GD,Toyota,2011,350000,120000,Diesel,Individual,Manual,Third Owner
2429,Maruti Swift VDI,Maruti,2016,595000,70000,Diesel,Individual,Manual,First Owner
2430,Mahindra Scorpio VLX,Mahindra,2014,700000,130000,Diesel,Individual,Manual,Third Owner
2431,Renault KWID RXL,Renault,2019,265000,40000,Petrol,Individual,Manual,First Owner
2432,Maruti Alto K10,Maruti,2015,320000,60000,Petrol,Individual,Manual,Second Owner
2433,Honda City 1.5,Honda,2011,310000,110000,Petrol,Individual,Manual,First Owner
2434,Honda City i,Honda,2014,700000,130000,Diesel,Individual,Manual,First Owner
2435,Maruti Alto LXi,Maruti,2009,130000,80000,Petrol,Individual,Manual,Second Owner
2436,Maruti Swift Dzire,Maruti,2009,150000,120000,Diesel,Individual,Manual,Second Owner
2437,Honda Amaze E,Honda,2015,300000,104000,Diesel,Individual,Manual,Second Owner
2438,Maruti Swift Dzire,Maruti,2011,150000,100000,Petrol,Individual,Manual,Second Owner
2439,Honda City 1.3,Honda,2003,120000,132343,Petrol,Individual,Manual,Second Owner
2440,Hyundai Creta 1.4,Hyundai,2016,950000,90000,Diesel,Individual,Manual,Second Owner
2441,Maruti Wagon R,Maruti,2007,100000,60000,Petrol,Individual,Manual,Second Owner
2442,Honda Jazz 1.5,Honda,2015,450000,76000,Diesel,Individual,Manual,First Owner
2443,Maruti 800 EX,Maruti,2004,30000,60000,Petrol,Individual,Manual,Third Owner
2444,Mahindra Renault Logan,Mahindra,2009,200000,30000,Petrol,Individual,Manual,Second Owner
2445,Tata Indigo LS,Tata,2010,250000,96000,Diesel,Individual,Manual,Second Owner
2446,Mahindra Marazzo M8,Mahindra,2018,1300000,10000,Diesel,Individual,Manual,First Owner
2447,Toyota Etios Liva,Toyota,2017,425000,36000,Diesel,Dealer,Manual,First Owner
2448,Honda Amaze VX,Honda,2017,550000,12997,Diesel,Dealer,Manual,First Owner
2449,Maruti Ciaz 1.4,Maruti,2017,500000,40000,Petrol,Individual,Automatic,First Owner
2450,Hyundai Verna CRDi,Hyundai,2018,1150000,26430,Diesel,Dealer,Manual,First Owner
2451,Maruti Swift 1.3,Maruti,2015,475000,24600,Petrol,Dealer,Manual,First Owner
2452,Maruti Wagon R,Maruti,2011,260000,28481,Petrol,Dealer,Manual,First Owner
2453,Ford Ecosport 1.0,Ford,2013,350000,100000,Petrol,Individual,Manual,First Owner
2454,Mahindra XUV500 W8,Mahindra,2013,750000,41988,Diesel,Dealer,Manual,First Owner
2455,Maruti Wagon R,Maruti,2009,180000,30375,Petrol,Dealer,Manual,First Owner
2456,Renault KWID Climber,Renault,2017,350000,7658,Petrol,Dealer,Automatic,First Owner
2457,Maruti Swift Dzire,Maruti,2017,611000,34400,Diesel,Dealer,Manual,First Owner
2458,Renault KWID RXL,Renault,2017,325000,18500,Petrol,Dealer,Manual,First Owner
2459,Maruti Alto VXi,Maruti,2015,280000,26134,Petrol,Dealer,Manual,First Owner
2460,Maruti Wagon R,Maruti,2014,300000,28942,Petrol,Dealer,Automatic,First Owner
2461,Mahindra XUV500 W8,Mahindra,2012,711000,53600,Diesel,Dealer,Manual,First Owner
2462,Toyota Innova 2.5,Toyota,2015,851000,53652,Diesel,Dealer,Manual,First Owner
2463,Maruti Ritz VDi,Maruti,2011,260000,52895,Diesel,Dealer,Manual,First Owner
2464,Hyundai Verna SX,Hyundai,2013,550000,42324,Diesel,Dealer,Manual,Second Owner
2465,Mahindra XUV500 W10,Mahindra,2016,1044999,65000,Diesel,Dealer,Manual,First Owner
2466,Mahindra Scorpio EX,Mahindra,2012,550000,60236,Diesel,Dealer,Manual,First Owner
2467,Maruti Wagon R,Maruti,2014,210000,70000,Petrol,Individual,Manual,Second Owner
2468,Maruti Wagon R,Maruti,2014,210000,70000,Petrol,Individual,Manual,Third Owner
2469,Mahindra Xylo E8,Mahindra,2009,290000,100000,Diesel,Individual,Manual,Second Owner
2470,Fiat 500 Lounge,Fiat,2008,250999,110000,Diesel,Individual,Manual,First Owner
2471,Renault Triber RXT,Renault,2019,600000,10300,Petrol,Individual,Manual,First Owner
2472,Fiat Grande Punto,Fiat,2014,270000,120000,Diesel,Individual,Manual,Second Owner
2473,Tata New Safari,Tata,2012,550000,142000,Diesel,Individual,Manual,First Owner
2474,Mahindra TUV 300,Mahindra,2017,800000,25000,Diesel,Individual,Manual,First Owner
2475,Tata Altroz XE,Tata,2020,500000,5000,Petrol,Individual,Manual,First Owner
2476,Hyundai Creta 1.6,Hyundai,2016,535000,52600,Diesel,Individual,Manual,First Owner
2477,Hyundai Grand i10,Hyundai,2016,396000,28643,Petrol,Dealer,Manual,First Owner
2478,Honda City i,Honda,2014,600000,50000,Diesel,Individual,Manual,First Owner
2479,Maruti Wagon R,Maruti,2019,575000,30000,Petrol,Dealer,Manual,First Owner
2480,Hyundai Santro Sportz,Hyundai,2020,520000,5000,Petrol,Individual,Manual,First Owner
2481,Mahindra XUV500 AT,Mahindra,2018,1400000,30000,Diesel,Individual,Automatic,First Owner
2482,Maruti Baleno Delta,Maruti,2018,600000,7600,Petrol,Individual,Automatic,First Owner
2483,Chevrolet Beat Diesel,Chevrolet,2013,195000,47253,Diesel,Dealer,Manual,First Owner
2484,Maruti Alto K10,Maruti,2015,281000,4432,Petrol,Dealer,Automatic,Second Owner
2485,Tata Indica GLS,Tata,2010,75000,110000,Petrol,Individual,Manual,Second Owner
2486,Hyundai Grand i10,Hyundai,2014,400000,25000,Petrol,Individual,Manual,First Owner
2487,Tata Indica Vista,Tata,2009,93000,70000,Diesel,Individual,Manual,Second Owner
2488,Hyundai i20 Active,Hyundai,2016,560000,68523,Petrol,Dealer,Manual,First Owner
2489,Hyundai EON 1.0,Hyundai,2019,400000,5000,Petrol,Individual,Manual,First Owner
2490,Tata Tigor 1.2,Tata,2018,459999,40000,Petrol,Individual,Manual,First Owner
2491,Hyundai Xcent 1.2,Hyundai,2017,450000,43000,Diesel,Individual,Manual,First Owner
2492,Maruti Alto Green,Maruti,2010,88000,80251,CNG,Dealer,Manual,Second Owner
2493,Hyundai i20 1.2,Hyundai,2010,250000,34500,Petrol,Individual,Manual,Second Owner
2494,Ford Ikon 1.4,Ford,2000,22000,42743,Petrol,Dealer,Manual,Third Owner
2495,Chevrolet Beat Diesel,Chevrolet,2013,130000,93900,Diesel,Individual,Manual,Second Owner
2496,Maruti Zen VXi,Maruti,2004,79000,80000,Petrol,Individual,Manual,First Owner
2497,Chevrolet Beat Diesel,Chevrolet,2012,120000,110000,Diesel,Individual,Manual,First Owner
2498,BMW 7 Series,BMW,2011,1700000,100000,Diesel,Individual,Automatic,Second Owner
2499,Chevrolet Optra Magnum,Chevrolet,2012,300000,25000,Diesel,Individual,Manual,First Owner
2500,Chevrolet Optra Magnum,Chevrolet,2012,300000,25000,Diesel,Individual,Manual,First Owner
2501,Maruti A-Star Lxi,Maruti,2009,145000,25000,Petrol,Individual,Manual,First Owner
2502,Ford Endeavour 3.2,Ford,2019,3200000,20000,Diesel,Individual,Automatic,First Owner
2503,Chevrolet Spark 1.0,Chevrolet,2013,240000,10000,Petrol,Individual,Manual,First Owner
2504,Honda WR-V i-DTEC,Honda,2018,700000,30000,Diesel,Individual,Manual,First Owner
2505,Hyundai Accent GLX,Hyundai,2010,145000,110000,Petrol,Individual,Manual,Second Owner
2506,Maruti Ertiga VDI,Maruti,2014,535000,80000,Diesel,Individual,Manual,Second Owner
